ID,AUTHOR,CREATED_TIME,SPECIFIC_CONTENT_SHARE_COMMENTARY_TEXT,SPECIFIC_CONTENT_SHARE_MEDIA_CATEGORY,COMMENTARY
urn:li:share:6979031813197312000,urn:li:organization:10043,2022-09-23,"Nearly 2,000 business executives, IT experts and more came together last week for #CommunityLIVE in Nashville. ✨Take a look at a few highlights from a very exciting week in #ContentServices. 👇 ",ARTICLE,
urn:li:share:7008474870942490625,urn:li:organization:10043,2022-12-13,Check it out! 🎙️ 🎧,NONE,
urn:li:share:6944650565515706369,urn:li:organization:10043,2022-06-20,Here’s a breakdown of four #hyperautomation trends Hyland believes will help create the most impact for your organization in the coming years. 💥🚀 👇,ARTICLE,
urn:li:share:6962392395892097024,urn:li:organization:10043,2022-08-08,"What can you learn about customer experience from a diner experience? 🍽️For starters, #CX is about people, and not brands. 👫🚫",ARTICLE,
urn:li:share:7008068628700966913,urn:li:organization:10043,2022-12-12,"Hyland’s Document Filters is a powerful toolkit that helps organizations 🔓 the power of unstructured content through file identification, content extraction and format conversion.Let’s take a look at the exciting new components and features to Document Filters and how they can positively impact your 2023 goals. ⭐ ",ARTICLE,
urn:li:share:6918167560962080768,urn:li:organization:10043,2022-04-08,"#Collaboration tools 🛠️... just because we can, should we? 💭Alan J. Porter, Chief Content Architect at Hyland, discusses healthy collaboration habits for you and your team: https://lnkd.in/d_76ucxQ",ARTICLE,
urn:li:ugcPost:6976545564553355264,urn:li:organization:10043,2022-09-16,Did you stop by and help create the #CommunityLIVE mural this week? 🎨,VIDEO,
urn:li:share:6961290245808013312,urn:li:organization:10043,2022-08-05,"Hyland saw record attendance 💥 at our recent 2022 Partner Summit, with attendees from across the 🌎 joining us at our Westlake HQ for over 60 sessions that outlined the latest in #ContentServices technology, ☁️-based solutions and more.",ARTICLE,
urn:li:share:6989269314101030912,urn:li:organization:10043,2022-10-21,"Beyond the Flag had the chance to catch Valtteri Bottas and chat about his partnership with Hyland ahead of this Sunday's US Grand Prix. Check out some highlights from the conversation. 👇 Good luck this weekend, VB! 👏🏁 #VB77 #USGP",ARTICLE,
urn:li:share:6980828943155150848,urn:li:organization:10043,2022-09-28,"“The formation of the Hyland Fund will enhance our long-held mission of building and inspiring careers in technology.” - Lisa Jackman, Hyland Director of Corporate Social Responsibility ✨💚🖥️Read more about our support for #STEM-related education at TECH CORPS and Cleveland State University. 👇",ARTICLE,
urn:li:ugcPost:7005531413550706688,urn:li:organization:10043,2022-12-05,"If you’re unsure how to move your #DigitalEvolution forward in 2023, we suggest focusing on three strategic initiatives:➡️ MODERNIZATION➡️ EXPERIENCE➡️ INNOVATIONLearn more about launching your transformation roadmap: https://lnkd.in/gh6_vKQz",VIDEO,
urn:li:ugcPost:6970353858388660225,urn:li:organization:10043,2022-08-30,What's new in Hyland Content Services? 💻 #OnBase Foundation 22.1🤖 #HylandRPA 22.2👨‍💻 Hyland Integration for etherFAX☁️ Hyland Integration for Consensus CloudLearn more about our Q3 releases 👉 https://lnkd.in/g_TazTW9 ,VIDEO,
urn:li:share:6985207977846734848,urn:li:organization:10043,2022-10-10,"Tech behemoths repeatedly have called the race 🏁: Artificial intelligence has officially entered the mainstream, and it's done so in a resounding fashion. #AI is, quite literally, everywhere. 💥Sam Babic, Hyland Chief Innovation Officer, talks transparent AI ethics with VMblog. 💬👇 ",ARTICLE,
urn:li:share:6991020848782467073,urn:li:organization:18124695,2022-10-26,"When looking to maximize ROI from #DigitalTransformation and begin automating quickly, #RPA is a great place to start. ⚙️🤖🖥️",ARTICLE,
urn:li:share:6957756929813159936,urn:li:organization:10043,2022-07-26,"The Hyland Summit, our ✨ premier ✨ digital transformation forum is coming to Sydney! Join us this November as we focus on content services modernisation and achieving success in the cloud, to network, learn, and discover #HylandSummitSydney. Register now: https://lnkd.in/eg7xDJZD",IMAGE,
urn:li:share:7010605265116946432,urn:li:organization:18124695,2022-12-19,"#AI models can be complex and have thousands of variables − each of which may introduce bias in imperceptible ways − so checks and balances are vital. ⚖️Hear more from Tian Horn, a Hyland Account Manager in South Africa: ",ARTICLE,
urn:li:share:6955144593097068545,urn:li:organizationBrand:25736,2022-07-19,Our latest Tech Talk Live 👉“DigiWorks as a Digital Workspace for ADBP” 👈 is now available on demand! 💻Catch up now: https://lnkd.in/gnsZMdUu,IMAGE,
urn:li:share:6955539369193598976,urn:li:organization:10043,2022-07-20,Brigid shares her thoughts on why she chooses to #BuildatHyland. 🛠️ 👩‍💻 ⚙️Interested in learning more about a role on our Hyland tech team? ➡️ https://lnkd.in/e7YfUHaU,IMAGE,
urn:li:share:6999295260514291712,urn:li:organization:10043,2022-11-18,"Solo quedan unos días hasta el #HylandSummit en Madrid, ¡nos encantaría que nos acompañaras!¡Tenemos CINCO increíbles presentaciones de clientes que compartirán sus inspiradoras historias de éxito con Hyland, incluyendo la Dirección General de Tráfico, Laboratorios Servier y Grupo Eulen!Solo quedan unos pocos espacios - regístrate ahora para asegurar su lugar.https://lnkd.in/g-iuKYPh",IMAGE,
urn:li:share:6968190516345679872,urn:li:organization:10043,2022-08-24,"VNTANA an industry leader in making 3D fast and scalable for eCommerce, and the Nuxeo #PAM solution have partnered to introduce a connector that improves the #3D collaboration experiences of internal stakeholders, B2B partners and consumers. 🤝🖥️☑️Learn more about our partnership:",ARTICLE,
urn:li:share:6992878583245352960,urn:li:organization:10043,2022-10-31,"System migrations are 💸 costly, ⌛ time-consuming, 👨‍💻 resource intensive and often fraught with ❗ risk. Check out these seven risks that should be on your radar during any migration project: https://lnkd.in/dgafWbht ",ARTICLE,
urn:li:share:6917093666880651264,urn:li:organization:10043,2022-04-05,Interoperability in #healthcare has been a priority for some time — and it is only gaining importance. ⬆️ Learn more about its role in the future of the industry from our experts at Hyland Healthcare . ⬇️,ARTICLE,
urn:li:share:6959984911248236544,urn:li:organization:10043,2022-08-01,Let’s explore the benefits of #LowCode automation and how it can be used to...👉 maximize cost-efficiency👉 streamline processes👉 improve user experiences,ARTICLE,
urn:li:share:6947527494866546688,urn:li:organization:10043,2022-06-28,👨‍💻 Are you ready to provide improved user and customer experiences? 🙋🆘 We're here to help! Check out the latest releases across Hyland’s #ContentServices offerings: https://lnkd.in/gwcXvFR7,IMAGE,
urn:li:share:6924311254312366080,urn:li:organization:10043,2022-04-25,"Hyland's Q1 product releases  are still hot! 🔥 If you've had the chance to check them out, drop us a line below and let us know what you think. 🗯️ If not, click the link below to catch up. 🖱️",ARTICLE,
urn:li:share:6950516224644587521,urn:li:organization:10043,2022-07-06,"Following his win in the Travelers Championship 🏆, Xander sat down with us to discuss his excellent finish in Connecticut ⛳, how he focuses on the task at hand in big moments ✔️, celebrating with his team 🍾, and more! ",ARTICLE,
urn:li:share:6994282592917225472,urn:li:organization:10043,2022-11-04,Valtteri Bottas shares some thoughts from the current 2022 #F1 season and looks ahead to what's on the horizon in 2023. 💭🏎️👇 ,ARTICLE,
urn:li:share:6973618526355931136,urn:li:organization:10043,2022-09-08,"With more opportunities than ever to migrate critical enterprise data to the ☁️, it’s important to have a full understanding of what it entails.Here's your guide. ⬇️",ARTICLE,
urn:li:share:6974660364139466752,urn:li:organizationBrand:25736,2022-09-11,"In addition to Hyland's partnership with The Linux Foundation we’re also a gold sponsor and attendee at this week's Open Source Summit Europe, the premier event for open source developers, technologists and community leaders. Drop by booth G7 to say hello! 👋",ARTICLE,
urn:li:share:7009472425717354497,urn:li:organizationBrand:25736,2022-12-16,"If you didn't have the chance to catch the #Alfresco Process Automation Tech Talk Live, you're in luck. You can watch it on-demand in the Alfresco Hub. 🎉▶️ Watch now: https://lnkd.in/gW8HmHi5",IMAGE,
urn:li:share:6933386357142679552,urn:li:organization:10043,2022-05-20,"Customers, we thank you! ✨ To those who submitted reviews, thank you for sharing your experiences for all — and especially us — to learn from. 💚Read more about our recognition in the 2022 Gartner Peer Insights ‘Voice of the Customer’: Content Services Platform report:",ARTICLE,
urn:li:ugcPost:6973369392281632768,urn:li:organization:10043,2022-09-07,"Congrats on a solid 2022 season, Team Schauffele! 👏 Good luck at the Presidents Cup! 🏆 🏌️‍♂️Get the inside scoop on how Xander Schauffele turns to his team to make it all work on and off the course: https://lnkd.in/gU7XD2Mc",VIDEO,
urn:li:share:6957681190686359552,urn:li:organization:10043,2022-07-26,Only 49 more days until we're back together in Nashville. Let's reminisce! ✨ Drop us your favorite #CommunityLIVE memories. 👇📸📝,IMAGE,
urn:li:share:6929822426537099264,urn:li:organization:10043,2022-05-10,🏢 How it started vs. How it's going 🌎What an adventure! Thank you for helping us shape our story. #HylandLife 💚,IMAGE,
urn:li:ugcPost:6985988428874072064,urn:li:organization:10043,2022-10-12,"Meet Greta Ghosh, a senior R&D manager who works at Hyland’s office in Kolkata. 👋Greta enjoys our flexible workplace policy, which enables her to split her workweeks between home — where she can spend more time with her son — and the office. 🏡🏢Looking for a more flexible workplace? Browse open roles here: https://lnkd.in/gzCdHd43#HelloHylander",VIDEO,
urn:li:share:6940362561666134016,urn:li:organization:10043,2022-06-08,Why is a digital asset management taxonomy important? And how is it different from metadata? 🤔 This guide to #DAM taxonomy breaks it down. ⬇️,ARTICLE,
urn:li:ugcPost:6973288786990444544,urn:li:organization:10043,2022-09-07,"You’re serious about driving your digital evolution and we’re serious about helping you. But, it wouldn’t be the Hyland community without some serious fun — especially in Music City! 🎸🌟Check out what's in store for #CommunityLIVE 2022: https://lnkd.in/gD-PPVkV",VIDEO,
urn:li:share:6978069067085594624,urn:li:organizationBrand:25736,2022-09-20,Register for our next 🎙️ Tech Talk Live 🎙️ to learn more about The Linux Foundation and Containers Experience in #Alfresco. Register ➡️ https://lnkd.in/ghWkhQXc,IMAGE,
urn:li:ugcPost:6930233104179564545,urn:li:organization:10043,2022-05-11,It's #MentalHealthAwarenessMonth and we're celebrating the underrated idea of just simply taking a ⏸️ b r e a k. ⏸️,URN_REFERENCE,
urn:li:share:6934850757154275328,urn:li:organization:10043,2022-05-24,The April roundup is here! 📚 Here are 5 interesting pieces worth the read. 👇,ARTICLE,
urn:li:share:6986974036505362432,urn:li:organization:10043,2022-10-15,"Hyland Summit, nuestro principal evento para nuestros clientes actuales y futuros, llega a Madrid. Este año centrado en la modernización de los servicios de contenido y en alcanzar el éxito en la nube. Acompáñenos en persona el miércoles 23 de noviembre de 2022 para desarrollar su red de contactos, aprender y descubrir las novedades en nuestras plataformas Alfresco y OnBase. #HylandSummitMadrid Regístrese ahora: https://lnkd.in/gw4DbgHu",IMAGE,
urn:li:share:6952970257456148480,urn:li:organization:10043,2022-07-13,"""Agility is the 🗝️ to smart, strategic growth, especially in uncertain times.""You’ve likely heard or read variations of this line multiple times, but how do you achieve this almost mythical agility? 🦄The short answer ➡️ With a low-code platform. ",ARTICLE,
urn:li:share:7006626049224577024,urn:li:organization:10043,2022-12-08,"With our Q4 releases, we aim to make things a little easier and give your users and solution builders the boost they need for a smooth transition into 2023. 🚀Here's your brief on everything new in Hyland #ContentServices this quarter. 👇",ARTICLE,
urn:li:share:6987850041944129536,urn:li:organization:10043,2022-10-17,"Recently, we’ve started thinking in terms of our customers’ 🌟 digital evolution 🌟 as it relates to their #DigitalTransformation.Here's some context:",ARTICLE,
urn:li:share:6972961725671235584,urn:li:organizationBrand:25736,2022-09-06,Experiencing Alfresco login issues? We have the answers! ✔️Find your solution: https://lnkd.in/grTdvEsW,ARTICLE,
urn:li:share:6931970463195701248,urn:li:organization:10043,2022-05-16,"Un placer volver a participar en un evento presencial organizado por INESE . Si se interesa la #innovacion, la #tecnologia y el sector de #Seguros, este es tu sitio. Nos vemos la semana que viene! 24 y 25 de Mayo: https://lnkd.in/gNPpS6UK Conocer a Carlos Manuel Rodriguez Lopez.",IMAGE,
urn:li:share:6963162841604395008,urn:li:organization:10043,2022-08-10,"Ready for another W, Xander? 🏆 The Hyland community is sending good luck wishes to Memphis this weekend from all around the world! 🌎 As Xander gears up for the 2022 FedEx St. Jude Championship, we’re looking back on our recent Q&A. Hear more about Xander’s approach to his game: https://lnkd.in/gU7XD2Mc",IMAGE,
urn:li:share:6942461209229090816,urn:li:organization:10043,2022-06-14,"Passive recruitment is important and effective for high-demand roles, especially if your company is doing the work to deliver an exceptional culture for #RemoteWorkers. 💻📱Learn more about where to find top tech talent: https://lnkd.in/gkCnRATA",IMAGE,
urn:li:share:6927316198099480577,urn:li:organization:10043,2022-05-03,Our strengthened relationship with Amazon Web Services (AWS) delivers an expansive infrastructure footprint for the Hyland Cloud ☁️ allowing us to meet customer requirements with agility and scale. 🚀 Learn more about the ongoing partnership:,ARTICLE,
urn:li:share:6919645793926680576,urn:li:organizationBrand:25736,2022-04-12,"The results of the 2021 CMS Critic People's Choice Awards are in and Alfresco is honored to be recognized for ""Best ECM""! 👏 ",ARTICLE,
urn:li:share:6940724551521640448,urn:li:organization:10043,2022-06-09,Explain “content services”… using emojis only! 🙃 Let’s see what you’ve got.  👇,NONE,
urn:li:share:6967850530467459072,urn:li:organization:10043,2022-08-23,The countdown is on! 👏 #CommunityLIVE 2022 is right around the corner.Here's the scoop on what to expect and all the can’t-miss experiences September 11-15. ✨👇 ,ARTICLE,
urn:li:share:7006965880609800192,urn:li:organizationBrand:25736,2022-12-09,Don’t miss the #Alfresco Process Automation (APA) 🎙️ Tech Talk Live 🎙️ next Wednesday at 3pm GMT! 📅Register here ➡️ https://lnkd.in/gW8HmHi5,IMAGE,
urn:li:share:6965291400426926080,urn:li:organization:10043,2022-08-16,We had the opportunity to sit down with four of our team leaders to learn more about what #CustomerSuccess means at Hyland. 💭🌱👇,ARTICLE,
urn:li:share:6952592836898811904,urn:li:organization:10043,2022-07-12,"Hyland Summit, el principal foro de optimización digital de Colombia, se enfocará en la modernización de los servicios de contenido y cómo su organización puede alcanzar el éxito en la nube. Acompáñenos este 3 de agosto #HylandSummit ✨Regístrese ahora: https://lnkd.in/g7bCcqhA",IMAGE,
urn:li:share:6920355456003497984,urn:li:organization:18124695,2022-04-14,#HylandRPA 22.1 is here! 🚀 See what it means for you and your business 👉 https://lnkd.in/dpd7y2kD,IMAGE,
urn:li:share:6920392738441973760,urn:li:organization:10043,2022-04-14,"As the war continues, Hyland stands with the global community in calling for peace and the swift end to the violence impacting so many. 💙💛 Learn more about how our community is lending a hand: ",ARTICLE,
urn:li:share:6937372355409166336,urn:li:organization:10043,2022-05-31,"Attracting employees, properly training them, keeping them motivated and energized 🔋 — it’s all part of the secret sauce of an engaged workforce and relevant to the importance of employee appreciation. 💚Read more about how Hyland works to keep our people happy and engaged. 👇",ARTICLE,
urn:li:share:6952985877539143680,urn:li:organization:18124695,2022-07-13,"Whether you work for a hospital, a university, a tech company or a local government office, choosing a feasible initial implementation for #RPA is crucial. Start here. ⬇️",ARTICLE,
urn:li:share:6974290444931280896,urn:li:organization:10043,2022-09-10,"Future-focused digital themes, inspiring customer stories, industry-specific sessions … See why you can’t miss #HylandSummit London. ✨Explore the agenda: https://lnkd.in/g_KGADFj",IMAGE,
urn:li:share:6929475101813854208,urn:li:organization:37930,2022-05-09,"🎧 NEW on Content Journeys 🎧Alyssa Fox, VP of Channel Marketing at Alert Logic, shares some insights on the crossover between technical content & marketing content. Listen now 👇",ARTICLE,
urn:li:share:6945405422115651585,urn:li:organization:18124695,2022-06-22,"To avoid frustrations, it’s important to identify the preliminary use cases for any new technology, as well as fast followers and future-state use cases. Here's how you can implement #RPA in the right places, in the right order. 👇🤖🌠",ARTICLE,
urn:li:share:6995731945619943424,urn:li:organization:10043,2022-11-08,"On #NationalSTEMDay, it only feels right to officially announce the dates for our 2023 Hybrid #HylandHackathon!📅: January 6-8th, 2023📍: Hyland Global Headquarters - Westlake, OHRegistration opens Thursday, November 10th at 9 a.m. ET!",ARTICLE,
urn:li:share:6945360043080921088,urn:li:organizationBrand:25736,2022-06-22,"Hyland is offering a ✨ 50% registration discount ✨ for first time, in-person attendees from Nuxeo and Alfresco customer and partner accounts. 🤩 Contact your Account Manager to learn more! Learn more about the one-of-a-kind experience:  https://lnkd.in/e3zQuc4Z",IMAGE,
urn:li:ugcPost:6963506185027158016,urn:li:organization:10043,2022-08-11,"Meet Kaylie 👋, a Hyland account executive who works remotely in the Cleveland area.Kaylie, who started her career at Hyland as a sales support representative, was recently promoted. Here, she takes us through a typical workday in the SSR position. 🤳Are you interested in growing your sales career? 🚀 Learn more about our wide variety of opportunities and browse open roles here: https://lnkd.in/gzCdHd43",VIDEO,
urn:li:share:6966076350726098944,urn:li:organization:10043,2022-08-18,The new space accommodates our rapid growth in market 📈 and supports future growth with additional space for up to 250 employees. ✔️Learn more about Hyland’s expanding presence in Poland. 📰⬇️,ARTICLE,
urn:li:share:6985192423144513536,urn:li:organization:18124695,2022-10-10,📣 Save your spot for this webinar! Learn how robotic process automation (#RPA) can help tackle revenue cycle challenges … and find out where to start! 🤖🩺⬇️Register now: https://lnkd.in/gcG9MkqJ ,IMAGE,
urn:li:share:6930879798231662593,urn:li:organization:37930,2022-05-13,"If you want to reduce the amount of time your team spends on managing creative assets, then a cloud-based #DAM workflow is a great place to start. 🎨☁️👇",ARTICLE,
urn:li:share:6996804115024539648,urn:li:organizationBrand:25736,2022-11-11,Couldn't make the last #Alfresco 🎙️ Tech Talk Live? 🎙️No sweat! Catch it now on the Alfresco Hub ➡️ https://lnkd.in/gsCU9SRj,IMAGE,
urn:li:share:6998963182430027776,urn:li:organization:37930,2022-11-17,The remedy to ineffective #workflows 💥 and overall marketing migraine? 😧We have the cure: #DAM 👏,ARTICLE,
urn:li:ugcPost:6953688308749144064,urn:li:organization:10043,2022-07-15,,URN_REFERENCE,
urn:li:share:6944635441832767488,urn:li:organization:37930,2022-06-20,"Hyland is offering a ✨ 50% registration discount ✨ for first time, in-person attendees from Nuxeo and Alfresco customer and partner accounts. 🤩 Contact your Account Manager to learn more! Learn more about the one-of-a-kind experience: https://lnkd.in/e3zQuc4Z",IMAGE,
urn:li:share:6934208889420730368,urn:li:organization:10043,2022-05-22,Meet Hyland's Kyle A. Blair and Carlos Manuel Rodriguez Lopez  during #GSII22 in Madrid this week! https://lnkd.in/e2Fxpu_H,IMAGE,
urn:li:share:6948606653835460608,urn:li:organization:10043,2022-07-01,📰 Lachie Swann to lead the Hyland Healthcare  team in APAC“Lachie’s international experience in developing markets and launching new products makes him an ideal leader to build on the strong foundations Hyland has in the Asia Pacific region. As a company we are continuing to invest in the region and looking to extend the success we have achieved with our #healthcare solutions.” 🩺Full story: https://lnkd.in/g4ktseaz,IMAGE,
urn:li:share:6982776682931785728,urn:li:organization:10043,2022-10-03," It’s important to evaluate potential partners thoroughly to understand which of them will be most dedicated to your business’s success. 👓📚📊Bob Dunn, Hyland VP Global Partners Programs, shares some questions to consider. ⬇️",ARTICLE,
urn:li:ugcPost:6978382788299296768,urn:li:organization:10043,2022-09-21,ICYMI: #CommunityLIVE 2023 is headed to VEGAS! 🌟,VIDEO,
urn:li:ugcPost:6990347902145495042,urn:li:organization:10043,2022-10-24,Alison Levine shares 6 #leadership tips for accomplishing big things from the main stage during #CommunityLIVE 2022. ➡️Find more inspiration in our recent blog post: https://lnkd.in/grs5pU5K ,NATIVE_DOCUMENT,
urn:li:share:6930494325474676736,urn:li:organization:10043,2022-05-12,"As the volume of creative content has exploded beyond the limits of manual processing 💥, #DAM workflows have become a necessity for creative teams.What? How? Why? 🤔 Let us explain. ⬇️",ARTICLE,
urn:li:share:6934473518592008192,urn:li:organization:10043,2022-05-23,"Creative teams need a centralized #DAM system, but they also need a streamlined DAM taxonomy that classifies assets in a way that can be easily understood. Let's dig into it. ⛏️👇",ARTICLE,
urn:li:share:6974282904331853824,urn:li:organization:10043,2022-09-10,"Des thèmes digitaux tournés vers l'avenir, Nombreux  témoignages de clients inspirants et des sessions dédiées par industrie … Découvrez pourquoi vous ne pouvez pas manquer l'Hyland Summit Paris  Explorez l'agenda : https://lnkd.in/giyFVppF",IMAGE,
urn:li:share:6942823315812089856,urn:li:organization:37930,2022-06-15,"Do you have media assets housed in different isolated systems all over the place? ✔️ | ❌Are you planning to use those media assets more than once? ✔️ | ❌Are your media assets a mix of different file types, images, 3D renderings, videos, documents and more? ✔️ | ❌If the answer is YES, then you need a Digital Asset Management solution. Start your research here. 👇",ARTICLE,
urn:li:share:6999302759699136513,urn:li:organizationBrand:25736,2022-11-18,"Solo quedan unos días hasta el #HylandSummit en Madrid, ¡nos encantaría que nos acompañaras!¡Tenemos CINCO increíbles presentaciones de clientes que compartirán sus inspiradoras historias de éxito con Hyland, incluyendo la Dirección General de Tráfico, Laboratorios Servier y Grupo Eulen!Solo quedan unos pocos espacios - regístrate ahora para asegurar su lugar.https://lnkd.in/g-iuKYPh",IMAGE,
urn:li:share:6937735111761149952,urn:li:organization:10043,2022-06-01,The COVID-19 pandemic initiated a massive shift in how organizations operate and what services are most needed. Enter 👉 Managed Services,ARTICLE,
urn:li:share:6983720071126822912,urn:li:organization:10043,2022-10-06,"Que faites-vous le 13 Octobre ?Et si vous veniez #nous #parler de #vous?Nos équipes produits et experts seront à votre écoute.Vous pourrez profiter de 16 retours d'expérience clients, qui partageront leur #stratégie de #contenus!Nos partenaires #Sponsor seront présents et sauront vous trouver une #solution.#HylandSummit c'est #ICI et C'est #Gratuit! https://lnkd.in/gcYPxgKv",IMAGE,
urn:li:share:7009185466205831171,urn:li:organization:10043,2022-12-15,"Hyland Brand Ambassador Xander Schauffele won or played an important role in winning five tournaments in 2022, further cementing his place among the game’s greats. 🏆Congratulations on a remarkable year, Xander! 🍾 Take a closer look at Xander's top 5️⃣ moments: https://lnkd.in/gMVbV5pU",IMAGE,
urn:li:share:6928327853998579714,urn:li:organization:10043,2022-05-06,🎨 Greater customization🧱 Scalability💰 Cost-effective📦 Ready out-of-the-box🤝 Community support🛠️ Quick bug fixesTake a closer look at our top 6️⃣ reasons to adopt open source #DAM software:,ARTICLE,
urn:li:share:7006981110345719810,urn:li:organization:10043,2022-12-09,"Customer feedback can come in many forms, and translating that feedback into strategic #software product design improvements can be a tricky task. 📝🤔💡But when you have teams made up of experts in the field across divisions, it can become much easier to deploy creative solutions. 🌠We spoke with John Phelan, EVP and Chief Product Officer, to learn more about Hyland's approach. 👇",ARTICLE,
urn:li:ugcPost:6975872054365470720,urn:li:organization:10043,2022-09-14,#CommunityLIVE in Nashville is ⚡️ electric ⚡️!,VIDEO,
urn:li:share:6917773106702884864,urn:li:organization:10043,2022-04-07,"The #HylandSummit, South Africa's premier digital transformation forum ✨, focuses on content services modernisation and achieving success in the cloud. ☁️ Join us this May to network, learn, and discover. Register now: https://lnkd.in/dQXT-4JT",IMAGE,
urn:li:share:6925791020093767680,urn:li:organization:10043,2022-04-29,Hyland has collaborated with Infor to validate Hyland’s OnBase AP Automation solution with Infor’s Cloud ERP Financial suite. Get the details ⬇️,ARTICLE,
urn:li:ugcPost:7004133265146032128,urn:li:organization:10043,2022-12-01,🎁 Hyland Wrapped 2022 is here! 🎁✨ What was your favorite part of '22? ✨#Wrapped #HylandLife,VIDEO,
urn:li:ugcPost:6942517422033690624,urn:li:organization:10043,2022-06-14,,URN_REFERENCE,
urn:li:share:7009147676772511744,urn:li:organization:10043,2022-12-15,"Compliance burdens 🤔, healthcare innovation 🩺, #DAM 🖥️ and more. Here's the best of November. 📚 👇 ",ARTICLE,
urn:li:share:7005954482937217024,urn:li:organization:10043,2022-12-06,"There is no “done” in #DigitalTransformation. ❗Whether you're just starting the journey or well on your way to optimized #workflows, improvement is an always-on initiative. 🔄Take your digital evolution assessment now: https://lnkd.in/gjeAMFBX",IMAGE,
urn:li:share:6986642009289629696,urn:li:organization:10043,2022-10-14,"“As a non-technical business stakeholder, what do I need to know about the #cloud when my organization is choosing cloud-based software?”Follow along as we tackle the most frequently asked questions about cloud computing. ☁️🖥️ ",ARTICLE,
urn:li:share:6919615440734289920,urn:li:organization:10043,2022-04-12,"Hyland is proud to be recognized as a Military Friendly employer! 💚👏We're incredibly grateful to have the ability to recruit, support and advance the careers of #veterans. ⭐ Check out how we ranked: https://lnkd.in/dKcGNQZj",IMAGE,
urn:li:share:6979077267767373824,urn:li:organizationBrand:28981048,2022-09-23,Hyland is returning to the #HIMSS22 APAC annual trade show taking place in Bali next week. ✈️👩‍⚕️Take a look at what's in store. ⬇️ ,ARTICLE,
urn:li:share:6924688968454201344,urn:li:organizationBrand:28981048,2022-04-26,Have you heard the big news about the Hyland Clinician Window?! 👂 Catch yourself up on our exciting release ⬇️ https://lnkd.in/dpd7y2kD,IMAGE,
urn:li:share:7006619067973332992,urn:li:organizationBrand:28978119,2022-12-08,"If you’re feeling overwhelmed by the amount of #cloud terms, jargon, solutions and more...you’re not alone. 💙Let’s explore the popular topic of #CloudEnablement. ⬇️",ARTICLE,
urn:li:share:6982671010235908097,urn:li:organizationBrand:28978119,2022-10-03,"Whether an IaaS, PaaS or SaaS solution is right for you depends on your business requirements. One option isn’t fundamentally better or worse, they simply address different needs. ☁️Take a dive into those differences. 📖👇 ",ARTICLE,
urn:li:share:7004429405989068800,urn:li:organizationBrand:28978119,2022-12-02,"Hyland's Tian Horn shares how companies must better understand the value of #cloud software and how it can ultimately save them 💲 money, while offering 👨‍💻 security and future-proofing 📈 investments: https://lnkd.in/gGwEW2Un ",ARTICLE,
urn:li:share:6998993745757048832,urn:li:organizationBrand:28981048,2022-11-17,Save the date! ✔️ Don’t miss this #HylandHealthcare presentation in the RSNA Innovation Theater! #RSNA22 🩺➡️ https://lnkd.in/gDwC_Szb,IMAGE,
urn:li:share:6947564570219597824,urn:li:organizationBrand:28981048,2022-06-28,"PACSgear will make it easier for clinicians to capture and integrate medical images and data during endoscopy procedures. Images will be accessible from any specialty or department, eliminating information siloes. 🚫👍",ARTICLE,
urn:li:share:7009155531185565696,urn:li:organizationBrand:28981048,2022-12-15,The NEW releases from #HylandHealthcare greatly expand support for diagnostic and clinician experiences. ✨ These enhancements empower organizations to eliminate silos and multidepartmental systems by providing meaningful workflows. 🖥️Get the details: https://lnkd.in/gjqxrmif ,ARTICLE,
urn:li:share:7002979962844573696,urn:li:organizationBrand:28978119,2022-11-28,"To help you identify the full potential of the #HylandCloud for your organization, we are excited to offer a complimentary Cloud Consult open to all existing Hyland customers. 🎉☁️Check it out and sign up now:",ARTICLE,
urn:li:share:6989194071483314176,urn:li:organizationBrand:28978119,2022-10-21,"The scattered cloud syndrome: ☁️💥🧩...a strategic or tactical disorder characterized by a loss of focus on business needs, driving to technological saturation and an excessive technical framework. Sound familiar? Take a look at this recent blog from Gartner: https://lnkd.in/g_4KxMwp",ARTICLE,
urn:li:share:6943215646801305600,urn:li:organizationBrand:28981048,2022-06-16,The Royal Marsden NHS Foundation Trust has selected Hyland's PACSgear image capture solution to integrate with its existing OnBase content services platform and new Epic electronic patient record (EPR) system. 🖥️👏,IMAGE,
urn:li:share:6958103927980527616,urn:li:organizationBrand:28981048,2022-07-27,"Today’s #healthcare delivery model demands a patient-centered, structured, outcomes-based approach. This requires an advanced approach to access image data anywhere, any time to equip clinicians with the tools they need. 🖥️📷👨‍⚕️",ARTICLE,
urn:li:share:6950418454428487680,urn:li:organizationBrand:28981048,2022-07-06,"✨ NEW in Hyland Healthcare ✨Enhancements to the Enterprise Imaging solution suite enrich the patient imaging record, leading to better care decisions. This includes added flexibility to capture and connect image data via modern web browsers and mobile applications. 🖥️📱Read more on the Hyland Blog: https://lnkd.in/gwcXvFR7",IMAGE,
urn:li:share:6993632961015291904,urn:li:organizationBrand:28981048,2022-11-02,Schedule your personalized #RSNA22 demo with #HylandHealthcare today! 📅 ➡️ https://lnkd.in/gCZpuvnJ,IMAGE,
